product_id,image_file_name,text,true_labels,pred_labels,top5_probs
190909,295152_19955792_1.jpg,Nexus 5X LG Google グーグル nexus5x docomo ドコモ 手帳型 スマホ カバー カバー レザー ケース 手帳タイプ フリップ ダイアリー 二つ折り 革 アジアン　模様　緑 010094 商品特徴 ・シームレスな全面デザイン（内側は落ち着いたオフホワイト） ・外側は高品質の人工革を使用 ・内側にはスマホを装着するケースが付属 ・機種専用のカメラホール仕様でケースを装着したままの撮影が可能 ・ワンセグや動画の視聴に便利な横置きスタンド機能 ・ICカードなどを2枚まで収納できるカードスロット付き ・マグネットフリップで開け閉めカンタン 注意事項 商品画像はサンプルイメージですので、ご覧の環境によっては多少色味に違いを感じる場合がございます。 イメージと違った、モニターと色味が異なるという理由での交換や返金はご対応出来かねます。 カバーのみの販売で本体は付属しません。 ケース装着のまま充電可能ですが、卓上ホルダでの充電は仕様上対象外となります。また、充電ケーブルの差し込み口の位置によっては外側カバーを開く必要があります。 こちらは無地のレザーにデザインをプリントした商品で、デコなどの加工はございません。 凹凸や光沢があるように見えたり布地や金属を素材にしたように見える商品もありますが、デザインの図版によるものです。 撮影時にカバーが映り込む恐れがあるため、カメラ用の穴は若干大きめに開けています。 カメラ穴の位置にわずかなズレが生じる場合がございます。 また印刷時に微妙な画像のズレが生じる場合がございます。 ご注文後に1点1点制作する受注生産品のため、不良品以外のご返品や交換は固くお断り致します。 機種の選択間違いも保証対象外となりますため、ご注文の際は必ず機種をご確認下さい。 発送について 完全受注生産のハンドメイド商品となりますので、既製品と比べて発送までお時間を頂いています。 基本的に決済確認後、通常で3営業日程度、最大で10営業日程度での発送となります。繁忙期や休業日明けの場合はさらに時間がかかる場合があります。 その際には別途メールにてご連絡致します。 メール便の場合、発送日から到着までに2−4日ほどかかる場合が多く、紛失などの保障もご対応できかねます。あらかじめご了承下さい。,Pink,"Blue, Green, Pink","{""Pink"": 0.8187368512153625, ""Blue"": 0.6178585886955261, ""Green"": 0.5304797887802124, ""Yellow"": 0.34953272342681885, ""Multiple Colors"": 0.2436424344778061}"
190910,235769_10032541_1.jpg,"b系 ヒップホップ ストリート系 ファッション メンズ レディース キャップ 【75053】フォーティーオンス 40OZ 40オンス キャップ スナップバック Fサイズ 男女兼用 正規品 ≫ 40OZ(フォーティーオンス) のアイテムを全部見る≪▼世界一をとったアーティストが手掛ける CLUBNO1Z(クラブノイズ)▼▼人気LAスタイルストリート系ブランドACEFLAG(エースフラッグ)▼▼世界的人気を誇るストリート系ブランドROCAWEARM&reg;(ロカウェア)▼▼エイサップ・ロッキー等も着用する話題のDOPE&reg;(ドープ)▼▼HIPHOP業界の重鎮が仕掛けるPLAY CLOTHS&reg;(プレイクローズ)▼▼カリスマダンサーKYOKOが手掛けるBRING BRING(ブリンブリン)▼▼人気デニム＆ストリート系ブランドWEEKINDENIM&reg;(ウィーキンデニム)▼「大満足の価格で」「プロダンサー公認」の踊りやすい商品多数！▼世界一を取ったプロダンサー手掛ける本格DANCE＆ストリートウェア▼[楽天市場]本格派大人のB系(R)XL店★略して「本B」★B系,ストリート系,通販,バギー,太め,大きいサイズ,XL【あす楽_土曜営業】【あす楽_平日営業】本格派大人のB系(R)XL店★略して「本B」★トップページ(あす楽対応_ B系 ヒップホップ HIPHOPメンズ レディース ファッション 正規代理店 本格派 大人 ダンス練習着 ダンス衣装 ダンス 本格ダンスウェア Bボーイファッション カジュアルウェア ストリートウェア ヒップホップウェア ダンスチーム イベント クラブ 団体注文対応 ストリート系 海外セレクトブランド)メーカー希望小売価格はメーカーカタログに基づいて掲載しています",Black,Black,"{""Black"": 0.9553191661834717, ""Grey"": 0.47183164954185486, ""White"": 0.4445647597312927, ""Multiple Colors"": 0.3647775650024414, ""Navy"": 0.2735744118690491}"
190911,206980_10665361_1.jpg,東リ オーダーカーテン フフル TKF10060 カジュアル カーテン フラット縫製 幅127〜271cm×丈161〜180cm 東リ オーダーカーテン fuful （フフル） 個性的で変化のあるチェックのデザイン。エキゾチックな雰囲気が魅力です。・カジュアル カーテン、・東リ オーダーカーテン、・フラット縫製、・機能：ウォッシャブル、防炎（防炎ラベルが必要な場合はご注文時にご指示ください）、・組成：ポリエステル100％、・生地巾150cm、・リピート/タテ 25.8 cm ヨコ 25.0 cm （TKF10060）,"Beige, Grey, White","Beige, Blue, Brown, Grey, White","{""Beige"": 0.9787126779556274, ""White"": 0.9693241715431213, ""Grey"": 0.9664104580879211, ""Brown"": 0.5660185217857361, ""Blue"": 0.5052488446235657}"
190912,243327_10009499_1.jpg,"ホワイト 鏡面 ツヤ 光沢 ダイニングテーブルセット ダイニングテーブル ダイニングチェア 7点セット 6人掛け ダイニング7点セット 幅165cm 165幅 テーブル 椅子 チェア ハイバック 座面 PVC 北欧 モダン シンプル おしゃれ 食卓テーブルセット 木製 送料無料 メーカー希望小売価格はメーカーサイトに基づいて掲載しています 全国送料無料 (但し、北海道・東北地方・沖縄・離島は別途送料が必要です) 別途　東北地方：￥6,000　北海道：￥9,000 別途送料はご注文確認後加算した金額に訂正させていただきます。■北海道と東北地方へのお届けには、10日以上お時間を頂く場合もございます。 （沖縄及び離島の運賃は、お見積もりとなりますのでお問い合わせ下さい。）■発送後のお客様都合のキャンセル（玄関やお部屋に搬入出来ない場合・カラーや商品内容変更など）やお届け先変更につきましては別途　転送料・送料がかかります。 材質 テーブル：MDF エナメル塗装仕上げ チェアー：ラバーウッド無垢材座面：PVC(合皮レザー) サイズ テーブル：幅165×奥行80×高さ70cm チェアー：幅43×奥行59×高さ95(座面高さ42)cm 色 ホワイト 特徴 輸入品 テーブル：お客様組立て チェアー：完成品 ◆配達はすべて宅配便（一人）で玄関渡しとなります。 大型商品や重量のある商品、エレベ−タ−の無い2F以上のお客様は玄関まで運ぶのをお手伝いをお願いしています事をご了承下さい。 ◆大型商品はドライバー1人では荷降ろしができませんので必ず力のある方のお手伝いをお願いいたします。 鏡面ダイニング3点テーブル80cm 正方形 鏡面ダイニング5点テーブル 135cm 鏡面ダイニング7点テーブル 165cm 鏡面ダイニング9点テーブル 210cm",White,White,"{""White"": 0.9996079802513123, ""Beige"": 0.4234579801559448, ""Brown"": 0.10970578342676163, ""Multiple Colors"": 0.05665242671966553, ""Blue"": 0.02931223064661026}"
190913,357269_10001147_1.jpg,スノーボード 板 レディース 2点 セット スノボー ビンディング SPOON スプーン STORY 初心者 イージー キャンバー ボード 軽量 大人 カワイイ ソフトフレックス ◆ SPOON スプーン レディース スノボ 板 バイン 2点 セット STORY ハイブリッド Wロッカー ボード◆ スノーボード / ビンディングの2点セット。 SPOONらしいCOOLでお洒落な女性向きスノーボードのセット！ ★ボード (STORY -HYBRID W-ROCKER/TWIN-) グラトリやパウダーにもおすすめのマルチなライディングを可能にしてくれるWロッカー♪ キャンバーとロッカーを融合させた形状は回転性もよくトリックも仕掛けやすい！ ターンの切り返しが楽でボードの操作性も◎、幅広く楽しめるオールラウンド対応モデル！ ★バインディング (SR-610 / MID FLEX) 扱いやすい柔らかストラップ、軽さが人気の初中級者向けエントリーモデル♪ 検) ニューモデル 白 ホワイト ピンク 135 138 139 140 141 142 143 144 145 146 147 cm カービング ハイブリット ハイブリッド ダブルキャンバー 3点セット 2018 2019 18-19 フリースタイル 軽い グランドトリック ジャンプ キッカー,"Beige, Blue, Grey, Multiple Colors, White","Blue, Green, Grey, Multiple Colors, Pink, Purple, Red, White, Yellow","{""White"": 0.8080672025680542, ""Blue"": 0.7969253659248352, ""Red"": 0.7341195344924927, ""Pink"": 0.6984323263168335, ""Multiple Colors"": 0.672331690788269}"
190914,305809_10781726_1.jpg,送料無料 ディスプレイラック 6BOX 扉付き cd dvd 雑誌 が ディスプレイ 可能な ラック オープンラック フラップ 本棚 雑誌 マガジン 本 ラック 棚 幅 60 高さ90 木製 おしゃれ fr-048 ■商品説明 6種類のボックスを自在に組み合わせてオリジナルの壁面収納をつくれる6BOXシリーズ。リビングに最適。前面のフラップ扉には雑誌がディスプレイできます。扉内には雑誌のバックナンバー等収納して。オープン部融合タイプなので、用途はさまざまです。■本体サイズ[外寸]幅60×奥行29(取っ手含む36)×高さ90cm■その他サイズ[内寸]（オープン部）幅27×奥行27.5×高さ41.5cm（扉内）幅27×奥行23.5×高さ41.5(有効36)cm（飾り棚）幅27×奥行2.5×高さ41cm（可動棚）幅27×奥行23×厚み1.8cm(3.2cmピッチ5穴)■材質[本体]プリント紙化粧合板■収納量・耐荷重■備考・可動棚：2枚■生産国ベトナム■組立時間(目安)(大人2人)お客様組立（30分）■キーワードフラップ扉 フラップ書棚 ディスプレイ収納 ディスプレイ本棚 ディスプレイ書棚 ディスプレーラック フラップ式本棚 フラップ式書棚 フラップ ディスプレイ棚 フラップキャビネット フラップラック cdラック dvdラック ディスプレイシェルフ システムラック 本棚 ディスプレイ 雑誌 ユニット 積み重ね棚 収納 組み合わせ 薄型 おしゃれ インテリア 3段 60cm 幅 一人暮らし 新生活 収納家具 本収納 可愛い シンプル CD DVD リビング収納 マガジンラック 雑誌収納 ホワイト 白 ナチュラル 木目■送料 送料無料 沖縄・離島を含む(一部配送不可地域)のご注文は配達不可のためキャンセルさせて頂きます。,"Beige, White","Beige, Brown, White","{""White"": 0.9840936064720154, ""Brown"": 0.9719924926757812, ""Beige"": 0.9059898257255554, ""Black"": 0.07585817575454712, ""Multiple Colors"": 0.052618950605392456}"
190915,295152_24481442_1.jpg,701SO XPERIA　XZ1 エクスペリア　XZ1 701so softbank ソフトバンク 手帳型 スマホ カバー カバー レザー ケース 手帳タイプ フリップ ダイアリー 二つ折り 革 フラワー 景色　風景　イラスト 002547 商品特徴 ・シームレスな全面デザイン（内側は落ち着いたオフホワイト） ・外側は高品質の人工革を使用 ・内側にはスマホを装着するケースが付属 ・機種専用のカメラホール仕様でケースを装着したままの撮影が可能 ・ワンセグや動画の視聴に便利な横置きスタンド機能 ・ICカードなどを2枚まで収納できるカードスロット付き ・マグネットフリップで開け閉めカンタン 注意事項 商品画像はサンプルイメージですので、ご覧の環境によっては多少色味に違いを感じる場合がございます。 イメージと違った、モニターと色味が異なるという理由での交換や返金はご対応出来かねます。 カバーのみの販売で本体は付属しません。 ケース装着のまま充電可能ですが、卓上ホルダでの充電は仕様上対象外となります。また、充電ケーブルの差し込み口の位置によっては外側カバーを開く必要があります。 こちらは無地のレザーにデザインをプリントした商品で、デコなどの加工はございません。 凹凸や光沢があるように見えたり布地や金属を素材にしたように見える商品もありますが、デザインの図版によるものです。 撮影時にカバーが映り込む恐れがあるため、カメラ用の穴は若干大きめに開けています。 カメラ穴の位置にわずかなズレが生じる場合がございます。 また印刷時に微妙な画像のズレが生じる場合がございます。 ご注文後に1点1点制作する受注生産品のため、不良品以外のご返品や交換は固くお断り致します。 機種の選択間違いも保証対象外となりますため、ご注文の際は必ず機種をご確認下さい。 発送について 完全受注生産のハンドメイド商品となりますので、既製品と比べて発送までお時間を頂いています。 基本的に決済確認後、通常で3営業日程度、最大で10営業日程度での発送となります。繁忙期や休業日明けの場合はさらに時間がかかる場合があります。 その際には別途メールにてご連絡致します。 メール便の場合、発送日から到着までに2−4日ほどかかる場合が多く、紛失などの保障もご対応できかねます。あらかじめご了承下さい。,Green,"Blue, Yellow","{""Yellow"": 0.9728307723999023, ""Blue"": 0.5259775519371033, ""Green"": 0.29421496391296387, ""Orange"": 0.25091278553009033, ""Beige"": 0.05921025574207306}"
190916,322038_10000970_1.jpg,"トレーニングシューズ 3本ベルト ホワイト×ホワイト 25.0cm〜29.0cm,30.0cmPU-800W 素材：人工皮革ソール：ラバーラベル：型押しラベルカラー：ゴールドサイズ：25.0cm〜29.0cm,30.0cmカラー：ホワイト×ホワイトシューズ袋付生産国：中国 この商品はメーカー在庫確認商品です。",White,"Gold, White","{""White"": 0.9773707389831543, ""Gold"": 0.6610482335090637, ""Black"": 0.33111974596977234, ""Silver"": 0.24508501589298248, ""Multiple Colors"": 0.17328819632530212}"
190917,243542_10059604_1.jpg,【新品】ヤコブコーエン JACOB COHEN PW6613 ストレッチコットン ショートパンツ ハーフパンツ ターコイズブルー【H7591】【サイズ30】【BLU】【S/S】【状態ランクN】【メンズ】【10999-957115】【1万円以上送料無料】【171025PD】 コンディション この商品の状態は『　N　』ランクです。 − 「N-」のアウトレット商品、または[S]〜「D」の中古商品は、返品・交換等は一切承っておりません。 商品の状態やサイズ等、ご不明点は事前にご確認の上、ご注文下さいますようお願い致します。 尚、箱や付属品の状態は含まれません。 状態ランクについて N　・・・新品 N- ・・・新品アウトレット／キズ、汚れのある新品 S　・・・未使用・未着用／実際に使用されていない A　・・・美品／数回使用程度、ほとんど使用感がない B　・・・良品／多少の使用感がある中古 C　・・・通常使用に伴う使用感がある中古 D　・・・全体に使用感のある中古、ワケあり ブランド 仕立ての良いテーラードジャケットに合わせるジーンズを作るというコンセプトを持つイタリアン・パンツブランド「JACOB COHEN（ヤコブ・コーエン）」。ジーンズでありながらスラックスの仕様を取り入れハンドメイドで仕立てる、 そのこだわり方と細かい仕様には、目を見張ります。デニム地は世界的にも評価が高い日本から輸入、それをイタリアの工場で仕立てるといった手の込み様です。 商品説明 JACOB COHEN(ヤコブ コーエン)の中でも最もベーシックなデザインとシャープでコンパクトなシルエットを誇るPW6613コットンストレッチショーツです。ストーンウォッシュをかけることで通常の洗いよりもリアルに穿き込んだ風合いとタッチの良さが生まれており、シンプルなショーツではありますが抜群の雰囲気の良さを感じさせる仕上がりになっています。高番手の糸をしっかりと織ったストレッチコットン素材は、生地の凹凸を抑えることでサラッとしたタッチを実現しており、普通の5ポケットショーツとは一味違ったエレガンスを漂わせます。 ◇ 仕様/モデル　・着用シーズン　春夏向き　・PW6613 COMF　・5ポケット　・ボタンフライ　・裾ステッチ仕上げ　・ストレッチ素材　・イタリア製 ◇ 色　ターコイズブルー ◇ 素材　コットン98％　ポリウレタン2％ ◇ 付属品　なし サイズ詳細 ◇ サイズ表記　30 ◇ ウエスト　79cm （平置きにして両端を直線計測した2倍） ◇ ウエスト出可能寸　0cm （ウエスト出しが可能と思われる寸法） ◇ 股上　24cm （股下中央縫い目から前身最上部まで） ◇ 股下　24cm （股下中央縫い目から、裾まで縫い目に沿って計測） ◇ 裾内側余り寸　0cm （裾内側の余り生地寸） ◇ ワタリ　30cm （股下0cm部分の腿幅を直線計測） ◇ 裾幅　22.5cm （裾の両端を直線計測） ◇ W幅　0cm （ダブル仕上げの折り返し幅） 採寸方法における若干の誤差は、ご了承頂きますようお願い致します。 ＞＞サイズガイドはこちらをご覧ください ＞＞試着希望の方はこちらをご覧ください ＞＞ショッピングガイドはこちらをご覧ください,Blue,Blue,"{""Blue"": 0.9985449314117432, ""Multiple Colors"": 0.11757213622331619, ""Navy"": 0.08632347732782364, ""White"": 0.06656918674707413, ""Silver"": 0.06097517907619476}"
190918,268947_10106732_1.jpg,【公式】アディダス adidas adicross サーモハット【ゴルフ】 メンズ ゴルフ アクセサリー 帽子 キャップ U31615 Brand：パフォーマンスSports：ゴルフCategory：アクセサリー【21bj】【color:ブラック】【size:OSFA】 アディダス公式ショップお誕生日プレゼントなど、ギフト対応可能です。アウトドアやカジュアルコーデにもおすすめ。2019年05月時点の発売時販売価格よりも値下げしています,Black,Black,"{""Black"": 0.9974491000175476, ""Grey"": 0.2146914303302765, ""Beige"": 0.20055769383907318, ""Multiple Colors"": 0.18713268637657166, ""Navy"": 0.13753245770931244}"
190919,251945_10072314_1.jpg,ケイトスペード 財布 KATE SPADE 財布 BE MINE LACEY ハート ラウンドファスナー長財布 ブラック×レッド ポリウレタン pwru5345-974 さまざまな贈り物・イベントにおすすめです 季節のイベントに お正月 母の日 父の日 敬老の日 クリスマス クリスマスプレゼント クリスマスギフト バレンタイン バレンタインデー ホワイトデー ホワイトデイ 春夏 秋冬 ギフト プレゼント GIFT お祝い事に 合格祝い 進学祝い 成人式 成人祝い 卒業 卒業記念 卒業祝い 卒業式 入学 入学祝い 入学式 高校 大学 社会人 就職 就職祝い お祝い 御祝い 結婚祝い ご結婚 御結婚 結婚記念日 出産 出産祝い 誕生日 記念日 記念品 バースデー バースデイ バースディー 還暦 還暦祝い 感謝などのお気持ちに お礼 御礼 お返し 御返し ありがとう おめでとう 喜ばれるポイント 上品 上質 セレブも愛用 流行 オシャレ おしゃれ お洒落 かわいい 可愛い スタイリッシュ 人気 売れ筋 おすすめ ラッピング 新品 様々な方への贈り物に 奥さん 旦那さん お母さん お父さん 姉妹 兄弟 おばあちゃん おじいちゃん 子供 娘 息子 義母 義父 家族 彼女 彼氏 友達 女性 男性,"Black, Red","Black, Red","{""Red"": 0.9905874133110046, ""Black"": 0.6884684562683105, ""Multiple Colors"": 0.4287116527557373, ""White"": 0.2766905128955841, ""Gold"": 0.18359363079071045}"
